LATITUDE,LONGITUDE,location_x
41.3541694,-83.120814,"1029, Rawson Place, Fremont, Sandusky County, Ohio, 43420, United States"
41.5466115,-81.4743876,"5700, Blair Drive, Highland Heights, Cuyahoga County, Ohio, 44143, United States"
41.5790484,-81.2617332,"10771, Calico Lane, Chardon Township, Geauga County, Ohio, 44024, United States"
39.3672341,-84.401352,"7435, Shady Knoll Circle, West Chester Township, Butler County, Ohio, 45069, United States"
39.8017897,-82.7814283,"4561, Smiley Drive Northwest, Bloom Township, Fairfield County, Ohio, 43110, United States"
40.0247636,-83.016445,"83, West Weber Road, Clintonville, Columbus, Sharon, Franklin County, Ohio, 43202, United States"
39.4588796,-82.6625264,"Wagner Road, South Perry, Hocking County, Ohio, 43135, United States"
40.02107,-83.01328,"2887, North High Street, Clintonville, Columbus, Sharon, Franklin County, Ohio, 43202, United States"
41.420758,-81.432528,"34487, Forest Lane, Chagrin Valley Estates, Solon, Cuyahoga County, Ohio, 44139, United States"
40.3987163,-82.4165494,"18534, Yauger Road, Mount Vernon, Monroe Township, Knox County, Ohio, 43050, United States"
39.1787328,-84.6213552,"5000, Mallard Crossing Lane, Green Township, Hamilton County, Ohio, 45247, United States"
41.235205,-82.644666,"109, Sycamore Drive, Norwalk, Huron County, Ohio, 44857, United States"
41.4820103,-81.5341115,"University School (Lower), Shelburne Road, Mercer, Shaker Heights, Cuyahoga County, Ohio, 44122, United States"
40.053331,-83.121849,"3898, Longton Drive, Columbus, Franklin County, Ohio, 43221, United States"
40.1017882,-82.8997475,"Brookwood Trail Garden, Brookwood Trail, Westerville, Sharon, Franklin County, Ohio, 43081, United States"
39.7218202,-83.9972129,"1199, Ankeney Road, Beavercreek Township, Greene County, Ohio, 45385, United States"
39.030099,-84.2779566,"2601, West Legendary Run, Legendary Run, Locust Corner, Cincinnati, Pierce Township, Clermont County, Ohio, 45245, United States"
39.1215458,-84.6121341,"5227, Ralph Avenue, Covedale, Cincinnati, Green Township, Hamilton County, Ohio, 45238, United States"
41.2427918,-81.4372764,"67, College Street, Hudson, Summit County, Ohio, 44236, United States"
39.4290634,-84.1523142,"2873, Wilmington Road, Warren County, Ohio, 45036, United States"
39.7422022,-82.5999827,"1247, Stringtown Road Northeast, Greenfield Township, Fairfield County, Ohio, 43130, United States"
39.2097252,-84.5295997,"6595, Kirkland Drive, Finneytown, Cincinnati, Springfield Township, Hamilton County, Ohio, 45224, United States"
40.9992914,-80.6088409,"8155, North Lima Road, Residential Park, Five Points, Mahoning County, Ohio, 44514, United States"
41.288381,-81.4005232,"Old Mill Road, Twinsburg Township, Summit County, Ohio, 44236, United States"
41.2886507,-81.4009431,"Old Mill Road, Twinsburg Township, Summit County, Ohio, 44236, United States"
41.5343627,-83.8132617,"11344, Birch Pointe Drive, Whitehouse, Lucas County, Ohio, 43571, United States"
39.95668,-83.78602,"2552, Derr Road, Edgewood Farms, Home Orchards, Springfield, Clark County, Ohio, 45503, United States"
41.2989944,-81.8150749,"16498, Canterbury Drive, Strongsville, Cuyahoga County, Ohio, 44136, United States"
40.0347617,-83.0229411,"217, Northmoor Place, Clintonville, Columbus, Sharon, Franklin County, Ohio, 43214, United States"
40.8450584,-81.4594498,"4433, Parkdale Avenue Northwest, Jackson Township, Stark County, Ohio, 44718, United States"
41.6604596,-83.7526564,"8744, Big Cypress Circle, Lucas County, Ohio, 43560, United States"
39.7449816,-82.7391683,"7381, Marcy Road Northwest, Wesley Chapel, Bloom Township, Fairfield County, Ohio, 43130, United States"
41.2348747,-84.0282516,"628, North Marion Street, Hamler, Marion Township, Henry County, Ohio, 43524, United States"
41.4071846,-82.2172699,"552, Terra Lane, Amherst, Lorain County, Ohio, 44001, United States"
39.9250087,-81.7537737,"12666, Green Valley Road, Rix Mills, Muskingum County, Ohio, 43762, United States"
39.8832976,-84.0075588,"220, East Main Street, Medway, Clark County, Ohio, 45341, United States"
39.8827071,-84.0075915,"225, East Main Street, Medway, Clark County, Ohio, 45341, United States"
40.69358,-82.7461019,"9309, County Road 46, Jackson, North Bloomfield Township, Morrow County, Ohio, 44833, United States"
39.0732155,-84.3281708,"Jimmy John's, 8190, Beechmont Avenue, Beechmont Avenue Business District, Cherry Grove, Cincinnati, Anderson Township, Hamilton County, Ohio, 45255, United States"
41.4640579,-81.8544388,"Kingsbury Drive, Rocky River, Cuyahoga County, Ohio, 44116, United States"
39.340063,-82.0785196,"Strathmore Boulevard, Sells Park, Athens, Athens Township, Athens County, Ohio, 45701, United States"
39.3979668,-84.5916664,"587, Glenway Drive, Hamilton, Butler County, Ohio, 45013, United States"
41.368368,-81.6704297,"7223, Hickory Lane, Seven Hills, Cuyahoga County, Ohio, 44131, United States"
40.0694377,-83.0208429,"51, Westview Avenue, Clintonville, Columbus, Sharon Township, Franklin County, Ohio, 43214, United States"
41.504393,-81.5448553,"3722, Eastway Road, Eastway Colony Estates, South Euclid, Cuyahoga County, Ohio, 44118, United States"
41.252371,-81.437155,"Western Reserve Academy, Murdough Athletic Road, Hudson, Summit County, Ohio, 44236, United States"
40.1011645,-83.0455141,"1065, MacGregor Avenue, Columbus, Sharon Township, Franklin County, Ohio, 43085, United States"
39.0829908,-84.3926441,"6025, Virbet Drive, Mount Washington, Cincinnati, Hamilton County, Ohio, 45230, United States"
39.9332014,-82.7185704,"7000, Optimara Drive, Violet Township, Fairfield County, Ohio, 43147, United States"
39.8438298,-82.7498508,"8880, Willowbridge Place Northwest, Violet Township, Fairfield County, Ohio, 43110, United States"
39.2122112,-84.2697067,"701, Evergreen Place, The Highlands, Miami Township, Clermont County, Ohio, 45140, United States"
39.9614645,-81.6693592,"Claysville Road, Guernsey County, Ohio, 43725, United States"
41.314596,-84.397862,"Noble Township, Defiance County, Ohio, 43512, United States"
39.1368567,-84.6208545,"3640, Allview Circle, Cincinnati, Hamilton County, Ohio, 45238, United States"
41.4571527,-82.0540575,"38634, Foxglen Avenue, Avon, Lorain County, Ohio, 44011, United States"
40.2757573,-81.8459441,"Washington Elementary School, Chestnut Street, Coshocton, Coshocton County, Ohio, 43812, United States"
39.0616496,-84.345352,"7734, 12 Oaks Court, Asbury, Coldstream, Anderson Township, Hamilton County, Ohio, 45255, United States"
41.1433907,-81.5007142,"2571, 15th Street, Cuyahoga Falls, Summit County, Ohio, 44223, United States"
40.2613987,-83.0719373,"128, Thornapple Trail, Delaware, Delaware County, Ohio, 43015, United States"
41.5296881,-83.89835,"1813, County Road D, Raker Corners, Fulton County, Ohio, 43558, United States"
41.1628457,-81.2699887,"6335, Hill Street, Black Horse, Ravenna Township, Portage County, Ohio, 44266, United States"
40.0738221,-83.0596689,"5722, Preston Woods Road, Northwest Columbus, Columbus, Sharon, Franklin County, Ohio, 43235, United States"
39.7447853,-84.0584671,"3361, Fairwood Drive, Beavercreek, Greene County, Ohio, 45432, United States"
41.4755788,-81.5531723,"3010, Fontenay Road, Fernway, Shaker Heights, Cuyahoga County, Ohio, 44120, United States"
39.7920852,-83.8836911,"1230, Corry Street, Yellow Springs Historic District, Yellow Springs, Miami Township, Greene County, Ohio, 45387, United States"
40.029924,-83.04624,"Swim & Racquet Club, Harrow Gate Court, Upper Arlington, Sharon, Franklin County, Ohio, 43221, United States"
39.7986892,-83.8979907,"298, West South College Street, Yellow Springs Historic District, Yellow Springs, Miami Township, Greene County, Ohio, 45387, United States"
40.3918862,-82.7911448,"4750, Kanable Road, Bennington Township, Morrow County, Ohio, 43334, United States"
39.6602041,-84.178605,"661, Banbury Road, Grantland Gardens, Washington Township, Montgomery County, Ohio, 45459, United States"
40.0600664,-83.1226569,"5235, Chaps Court, Columbus, Franklin County, Ohio, 43221, United States"
39.4134176,-84.1980182,"1213, Turfway Court, Lebanon, Warren County, Ohio, 45036, United States"
40.4769129,-82.0761209,"2211, Township Road 34, Fort Fizzle, Holmes County, Ohio, 44637, United States"
39.1817533,-84.4250715,"3246, Orion Avenue, Pleasant Ridge Business District, Pleasant Ridge, Cincinnati, Hamilton County, Ohio, 45213, United States"
40.1133368,-83.12758,"7098, Willow Run Drive, Dublin, Washington Township, Franklin County, Ohio, 43017, United States"
40.1101424,-83.1703033,"Durwood Lane, Dublin, Washington Township, Franklin County, Ohio, 43016, United States"
41.6070391,-83.5988162,"Royton Road, Beverly, Toledo, Lucas County, Ohio, 43614, United States"
39.1331395,-84.4184303,"Brookwood Meadow, Observatory Historic District, Mount Lookout, Cincinnati, Hamilton County, Ohio, 45208, United States"
41.5621513,-83.657555,"426, Cass Street, Maumee Uptown Historic District, Maumee, Lucas County, Ohio, 43537, United States"
39.9887283,-83.8810498,"Marcus Road, Lawrenceville, Clark County, Ohio, United States"
41.1708327,-81.4185405,"4192, Beckley Road, Stow, Summit County, Ohio, 44224, United States"
41.3687624,-83.6603583,"507, Knollwood Drive, Boom Town Historic District, Bowling Green, Wood County, Ohio, 43402, United States"
41.5044286,-81.5734095,"2947, Yorkshire Road, Grant Deming's Forest Hill, Cleveland Heights, Cuyahoga County, Ohio, 44118, United States"
41.1793716,-80.7374294,"1401, Bellvue Drive, Niles, Weathersfield Township, Trumbull County, Ohio, 44446, United States"
41.4970435,-81.6006681,"2252, Elandon Drive, Ambler Heights, Cleveland Heights, Cuyahoga County, Ohio, 44106, United States"
41.4984706,-81.5692209,"2262, Rexwood Road, Meadowbrook, Cleveland Heights, Cuyahoga County, Ohio, 44118, United States"
39.8588784,-82.6150938,"1492, Roley Road Northwest, Liberty Township, Fairfield County, Ohio, 43105, United States"
41.107416,-81.5619542,"56, Castle Boulevard, Wallhaven, Akron, Summit County, Ohio, 44313, United States"
41.1379342,-81.4921374,"2281, Billman Place, West Village, Cuyahoga Falls, Summit County, Ohio, 44221, United States"
41.3691559,-81.4382635,"6976, S.O.M. Center Road, Solon, Cuyahoga County, Ohio, 44139, United States"
40.1803175,-83.440948,"175, West State Street, Milford Center, Union Township, Union County, Ohio, 43045, United States"
41.5210995,-83.3574627,"193, East 9th Street, Genoa, Clay Township, Ottawa County, Ohio, 43430, United States"
40.2268479,-83.3826324,"811, Hickory Drive, Marysville, Union County, Ohio, 43040, United States"
39.6772411,-84.108161,"3104, Sandywood Drive, Kettering, Montgomery County, Ohio, 45440, United States"
39.9222851,-82.1755981,"1691, Asbury Chapel Road, Wesley, Muskingum County, Ohio, 43760, United States"
39.8895553,-82.7683652,"206, Colony Park Drive, Olde Pickerington Village, Pickerington, Violet Township, Fairfield County, Ohio, 43147, United States"
40.1316738,-83.0598385,"1664, Oakview Drive, Perry Township, Franklin County, Ohio, 43235, United States"
40.840562,-81.2816029,"6360, Apple Street Northeast, Louisville, Stark County, Ohio, 44641, United States"
41.3556207,-81.6477539,"7654, Scenic View Drive, Independence, Cuyahoga County, Ohio, 44131, United States"
41.3979003,-81.9650944,"6173, Wild Oak Drive, North Olmsted, Cuyahoga County, Ohio, 44070, United States"
40.1367266,-82.9757452,"8249, Tegmen Street, Columbus, Delaware County, Ohio, 43240, United States"
39.2453742,-84.5767056,"9620, Cedarhurst Drive, Northbrook, Colerain Township, Hamilton County, Ohio, 45251, United States"
39.2124391,-84.1871327,"1503, Dorset Way, Cameron Crossing, Goshen Township, Clermont County, Ohio, 45140, United States"
39.8741625,-82.8214831,"6785, LaGrange Drive, Columbus, Franklin County, Ohio, 43110, United States"
41.0774748,-81.4203376,"859, Beachler Road, Six Corners, Tallmadge, Summit County, Ohio, 44278, United States"
41.2885092,-82.2244986,"208, Forest Street, Robin Park, Oberlin, Lorain County, Ohio, 44074, United States"
41.4687585,-81.8115666,"2339, Woodward Avenue, Kamms Corners, Lakewood, Cuyahoga County, Ohio, 44107, United States"
39.2099192,-84.5105441,"799, Castlegate Lane, Central Park, Finneytown, Springfield Township, Hamilton County, Ohio, 45231, United States"
40.8096302,-81.4049854,"1141, Broad Avenue Northwest, Lincoln Heights, Canton, Stark County, Ohio, 44708, United States"
40.2362704,-82.9437518,"2000, Johnnycake Court, Berlin Township, Delaware County, Ohio, 43021, United States"
41.537671,-81.5051416,"4867, Delevan Drive, Lyndhurst, Cuyahoga County, Ohio, 44124, United States"
41.8889402,-80.620358,"5906, State Road, Monroe Township, Ashtabula County, Ohio, 44048, United States"
39.3934478,-84.4296741,"6336, Lesourdsville West Chester Road, Liberty Township, Butler County, Ohio, 45011, United States"
40.7594415,-83.388266,"14346, C-64, Mifflin Township, Wyandot County, Ohio, 43351, United States"
41.3103611,-81.3545614,"246, Birchbark Trail, The Woods of Aurora, Aurora, Portage County, Ohio, 44202, United States"
41.0936508,-81.4520816,"Tallmadge, Summit County, Ohio, 44278, United States"
39.6736491,-84.0341933,"550, Shepherd Road, Sugarcreek Township, Greene County, Ohio, 45385, United States"
40.1274738,-83.076489,"2298, Stratingham Drive, Columbus, Sharon, Franklin County, Ohio, 43016, United States"
39.1538579,-84.4165763,"4176, Paxton Woods Lane, Oakley, Cincinnati, Hamilton County, Ohio, 45209, United States"
39.2680818,-84.5030054,"685, Cascade Road, Forest Park, Hamilton County, Ohio, 45240, United States"
41.0977807,-81.6684799,"1410, South Hametown Road, Copley Township, Summit County, Ohio, 44321, United States"
39.9827077,-83.0369977,"1192, Virginia Avenue, Grandview Heights, Franklin County, Ohio, 43212, United States"
39.2226551,-84.6121183,"8314, Whispering Valley Drive, White Oak, Colerain Township, Hamilton County, Ohio, 45247, United States"
39.2731068,-84.0754514,"Starkey Road, Harlan Township, Warren County, Ohio, 45162, United States"
41.3915932,-81.9533884,"30099, Wellington Drive, North Olmsted, Cuyahoga County, Ohio, 44070, United States"
40.4926703,-82.738595,"Turner Road, Harmony Township, Morrow County, Ohio, 43338, United States"
40.0733121,-80.8917079,"St. Clairsville, Belmont County, Ohio, 43950, United States"
41.1713785,-81.8238178,"Pierce Road, Medina Township, Medina County, Ohio, 44256, United States"
41.3378477,-81.6640491,"3120, Bramblewood Drive, Broadview Heights, Cuyahoga County, Ohio, 44147, United States"
41.3485847,-83.2461619,"5198, Napoleon Road, Sandusky County, Ohio, 43420, United States"
41.1105216,-81.8463636,"5964, Triple Crown Drive, Montville Township, Medina County, Ohio, 44256, United States"
41.5389963,-82.8616601,"1018, West Catawba Road, Catawba Island, Catawba Island Township, Ottawa County, Ohio, 43452, United States"
39.7211755,-84.1643343,"356, Spirea Drive, Oakwood, Montgomery County, Ohio, 45419, United States"
41.5327241,-83.6845095,"4011, McCallister Drive, Carrington Woods, Perrysburg, Wood County, Ohio, 43551, United States"
39.2687913,-81.9603214,"17394, Township Highway 99, Lodi Township, Athens County, Ohio, 45735, United States"
40.1119886,-83.0651411,"1798, Park Village Drive, Columbus, Sharon, Franklin County, Ohio, 43235, United States"
39.7545375,-84.0113539,"Creswell Drive, Beavercreek Township, Greene County, Ohio, 45434, United States"
40.4426033,-83.6654806,"4142, County Road 20, Rushcreek Township, Logan County, Ohio, 43347, United States"
41.5616305,-83.6263204,"Saint Rose Catholic School, 217, East Front Street, Perrysburg Historic District, Perrysburg, Wood County, Ohio, 43551, United States"
39.4472725,-84.2826929,"Otterbein Lebanon Senior Lifestyle Community, Circle Drive, Otterbein, Warren County, Ohio, United States"
41.1454318,-81.3527288,"404, Marigold Lane, The Quad, Kent, Portage County, Ohio, 44240, United States"
41.6741139,-83.5975403,"2792, Northwood Avenue, Ottawa, Toledo, Lucas County, Ohio, 43606, United States"
39.3359809,-84.3509802,"8389, Verdant Drive, West Chester Township, Butler County, Ohio, 45069, United States"
39.044143,-84.2535604,"3737, Fallen Tree Way, Twiggs, Amelia, Pierce Township, Clermont County, Ohio, 45102, United States"
41.4807079,-81.8585502,"21641, Lake Road, Beach Cliff, Rocky River, Cuyahoga County, Ohio, 44116, United States"
39.2289455,-84.3481524,"9508, Croton Drive, Montgomery Heights, Montgomery, Hamilton County, Ohio, 45242, United States"
39.3725879,-82.1398227,"7924, Floyd Drive, The Plains, Athens Township, Athens County, Ohio, 45780, United States"
40.6652163,-81.2682943,"498, West Lisbon Street, Waynesburg, Stark County, Ohio, 44688, United States"
39.1713611,-81.8502045,"Main Street, Tuppers Plains, Meigs County, Ohio, 45783, United States"
40.4603489,-83.302708,"31210, SR 37, Essex, Jackson Township, Union County, Ohio, 43344, United States"
41.2663391,-83.2070338,"2655, SR 12, Liberty Township, Sandusky County, Ohio, 43407, United States"
39.2511395,-84.2050285,"6238, Sand Hills Drive, O’Bannon Meadows, Goshen Township, Clermont County, Ohio, 45122, United States"
39.766874,-84.044539,"2627, Cedarbrook Way, Beavercreek, Greene County, Ohio, 45431, United States"
39.235055,-84.351967,"9860, Tollgate Lane, Montgomery Square, Montgomery Heights, Montgomery, Hamilton County, Ohio, 45242, United States"
41.3844035,-81.6875202,"1298, Rustic Trail, Parma, Cuyahoga County, Ohio, 44134, United States"
39.2303435,-82.2819557,"75203, US 50, Bolins Mills, Knox Township, Vinton County, Ohio, 45710, United States"
40.0551248,-83.0103053,"358, East Weisheimer Road, Clintonville, Columbus, Sharon, Franklin County, Ohio, 43214, United States"
41.6979514,-81.3893223,"937, Cherokee Trail, Arrowhead Beach, Willoughby, Lake County, Ohio, 44094, United States"
40.6593015,-80.6336255,"45852, Madison Drive, Twin Oaks Trailer Park, Columbiana County, Ohio, 43920, United States"
41.4994973,-81.5974893,"2178, South Overlook Road, Cedar Heights, Cleveland Heights, Cuyahoga County, Ohio, 44106, United States"
41.6648184,-83.7077512,"2454, Saint James Wood Boulevard, Lucas County, Ohio, 43617, United States"
41.6504208,-81.3787673,"8073, Midland Road, Midland Moor, Reynolds, Mentor, Lake County, Ohio, 44060, United States"
41.7012659,-83.7253121,"4876, Yosemite Parkway, Parklands, Lucas County, Ohio, 43560, United States"
39.9794691,-82.5783624,"7761, Gale Road Southwest, Union Township, Licking County, Ohio, 43025, United States"
41.017157,-81.5713358,"East Tuscarawas Avenue Extended, Barberton, Summit County, Ohio, 44203, United States"
40.1651109,-83.0648502,"332, Hopewell Court, Powell, Liberty Township, Delaware County, Ohio, 43065, United States"
40.0303911,-83.1480857,"3870, Westbrook Drive, Hilliard, Norwich Township, Franklin County, Ohio, 43026, United States"
39.1037728,-84.3839049,"2657, Beechmar Drive, Beech-Mar, Cincinnati, Hamilton County, Ohio, 45230, United States"
39.2052456,-84.5009589,"541, West North Bend Road, Finneytown, Springfield Township, Hamilton County, Ohio, 45216, United States"
41.2479426,-81.5605688,"1564, Stine Road, Peninsula, Summit County, Ohio, 44264, United States"
41.0775557,-80.5927634,"404, Penhale Avenue, Pine Oaks, Campbell, Mahoning County, Ohio, 44405, United States"
40.91482,-80.8377792,"1320, Highland Avenue East, Salem, Columbiana County, Ohio, 44460, United States"
40.3731547,-82.4165046,"Porter Road, College Township, Knox County, Ohio, 43022, United States"
40.8624853,-81.9278627,"5186, Sarah Circle, Madisonburg, Wooster, Wayne County, Ohio, 44691, United States"
41.6640417,-81.4087309,"38129, Strumbly Place, Willoughby, Lake County, Ohio, 44094, United States"
40.845526,-81.7568253,"Apple Avenue, Orrville, Wayne County, Ohio, 44667, United States"
39.8567952,-82.7442491,"8104, Busey Road, Violet Township, Fairfield County, Ohio, 43147, United States"
39.9415775,-84.2764992,"Kessler-Frederick Road, Nashville, Union, Miami County, Ohio, 45383, United States"
41.4899349,-81.5594798,"3343, East Monmouth Road, Fairmount Heights, Cleveland Heights, Cuyahoga County, Ohio, 44118, United States"
41.2132429,-81.7650551,"2210, Canterbury Farm Drive, Hinckley Township, Medina County, Ohio, 44233, United States"
41.6095725,-81.2755585,"Mitchells Mill Road, Chardon Township, Geauga County, Ohio, 44024, United States"
40.336009,-83.092538,"Hills-Miller Road, Delaware, Troy Township, Delaware County, Ohio, 43015, United States"
40.0734933,-83.1141714,"5100, Hagan Court, Columbus, Franklin County, Ohio, 43016, United States"
39.6194989,-84.1543367,"153, Graywood Court, Centerville, Montgomery County, Ohio, 45458, United States"
39.3716513,-84.3498916,"8229, Sweet Briar Court, Four Bridges (Hawthorne), Liberty Township, Butler County, Ohio, 45044, United States"
41.5957236,-81.2426129,"10135, Auburn Road, Chardon Township, Chardon, Munson Township, Geauga County, Ohio, 44024, United States"
39.1778011,-84.245864,"5665, Sherwood Drive, Miami Township, Clermont County, Ohio, 45150, United States"
39.7429058,-82.7387406,"Edenborough Court Northwest, Wesley Chapel, Bloom Township, Fairfield County, Ohio, 43130, United States"
39.7685694,-84.0818793,"4041, Primrose Place, New Germany, Beavercreek, Greene County, Ohio, 45431, United States"
40.9865427,-81.4441429,"2850, Premae Drive, Green, Summit County, Ohio, 44685, United States"
39.271867,-84.278724,"1424, West Loveland Avenue, Loveland, Hamilton County, Ohio, 45140, United States"
39.2731213,-84.0755949,"Starkey Road, Harlan Township, Warren County, Ohio, 45162, United States"
41.4078768,-83.7488222,"18069, Tuller Road, Tontogany, Wood County, Ohio, 43402, United States"
39.9185244,-83.7603934,"246, 4th Avenue, Sherwood Park, Clark County, Ohio, 45505, United States"
40.9567548,-81.4837419,"4009, Walnut Wood Way, The Villages At Meadow Wood, Green, Summit County, Ohio, 44685, United States"
40.0963348,-82.4922502,"Wyddfa Court, Granville Township, Licking County, Ohio, 43023, United States"
41.3788816,-81.6698688,"6736, Drexel Drive, Seven Hills, Cuyahoga County, Ohio, 44131, United States"
40.3593526,-82.4585316,"Mount Vernon Country Club, Everview Drive, Pleasant Township, Knox County, Ohio, 43050, United States"
41.5664235,-83.7287088,"7853, Chestnut Ridge Road, Wrenwood, Monclova, Lucas County, Ohio, 43537, United States"
41.0284691,-81.1949463,"Waterloo Local Schools, 1464, Industry Road, Atwater, Atwater Township, Portage County, Ohio, 44201, United States"
40.1828259,-82.9438571,"5713, Whispering Trail, Orange Township, Delaware County, Ohio, 43021, United States"
41.0366634,-81.7318214,"172, Franks Avenue, Wadsworth, Medina County, Ohio, 44281, United States"
39.6181068,-84.1481018,"8706, Maltbie Road, Washington Township, Montgomery County, Ohio, 45458, United States"
41.4487572,-83.4857254,"230, Landwehr Avenue, Luckey, Wood County, Ohio, 43443, United States"
40.0947769,-84.3529991,"North Owens Road, Sugar Grove, Miami County, Ohio, 45318, United States"
41.2998772,-82.1360397,"Short Loop, Carlisle Township, Lorain County, Ohio, United States"
39.1341717,-84.4358724,"2924, Linwood Avenue, Faxon Hills, Hyde Park, Cincinnati, Hamilton County, Ohio, 45208, United States"
39.1020169,-84.3317311,"7977, Blairhouse Drive, Dry Run, Anderson Township, Hamilton County, Ohio, 45244, United States"
41.3954399,-83.9701181,"County Road 5A, Damascus Township, Henry County, Ohio, 43545, United States"
40.0498779,-82.4706007,"299, Crocus Court, Newark, Licking County, Ohio, 43055, United States"
39.8832992,-82.7690755,"Marie Drive, Olde Pickerington Village, Pickerington, Violet Township, Fairfield County, Ohio, 43147, United States"
